LOCKTON COMPANIES (SINGAPORE) PTE LTD                       ~LOCKTON COMPANIES (SINGAPORE) PTE LTD   ~                                        ~6 Raffles Quay #19-01                   ~                                        ~SINGAPORE 048580                        ~ ~SINGAPORE                       ~SGP~   ~19-01~17
MARSH (SINGAPORE) PTE LTD                                   ~MARSH (SINGAPORE) PTE. LTD.             ~                                        ~ASIA SQUARE TOWER 1                     ~                                        ~SINGAPORE 018960                        ~ ~SINGAPORE                       ~SGP~   ~1~19
MARSH (SINGAPORE) PTE LTD                                   ~MARSH (SINGAPORE) PTE. LTD.             ~                                        ~ASIA SQUARE TOWER 1                     ~                                        ~SINGAPORE 018960                        ~ ~SINGAPORE                       ~SGP~   ~1~19
GUY CARPENTER AND COMPANY LIMITED - CLIENT ACCOUNT          ~GUY CARPENTER & COMPANY LIMITED         ~(HONGKONG BRANCH)                       ~Suite 3402 -3406, Level 34, One Taikoo  ~Place, 979 King's Road                  ~Quarry Bay                              ~ ~Quarry Bay                      ~HKG~   ~979~47
GUY CARPENTER AND COMPANY LIMITED - CLIENT ACCOUNT          ~GUY CARPENTER & COMPANY LIMITED         ~(HONGKONG BRANCH)                       ~Suite 3402 -3406, Level 34, One Taikoo  ~Place, 979 King's Road                  ~Quarry Bay                              ~ ~Quarry Bay                      ~HKG~   ~979~47
COSMOS SERVICES CO LTD                                      ~COSMOS SERVICES CO LTD                  ~                                        ~28/F, United Centre, 95 Queensway       ~                                        ~Hong Kong                               ~ ~Hong Kong                       ~HKG~   ~95~22
AON REINSURANCE MALAYSIA LIMITED                            ~AON BENFIELD MALAYSIA LIMITED           ~                                        ~Level 10, Tower 3, Avenue 7, The Horizon~Bangsar South, 8 Jalan Kerinchi         ~59200 K.L. Kuala Lumpur                 ~ ~Kuala Lumpur                    ~MYS~   ~8~57
SP&G INSURANCE BROKERS SDN BHD                              ~SP&G INSURANCE BROKERS SDN BHD          ~                                        ~Wisma SPK, 8/F 23 Jalan Sultan Ismail   ~                                        ~50250 K.L. Kuala Lumpur                 ~ ~Kuala Lumpur                    ~MYS~   ~8~12
GALLAGHER  RE LABUAN LIMITED                                ~WILLIS RE LABUAN LIMITED                ~                                        ~Level 11B, Blk 4, Off Tower, Jln Merdeka~Financial Park Labuan Complex           ~87000  FT Labuan                        ~ ~Labuan                          ~MYS~   ~11B~7
STEEGEXP SDN BHD                                            ~STEEGEXP SDN BHD                        ~                                        ~LEVEL 18 WEWORK EQUATORIAL PLAZA        ~JALAN SULTAN ISMAIL                     ~50250                                   ~ ~KUALA LUMPUR                    ~MYS~   ~18~7
OSKEFER CONSULTING PTE LTD                                  ~OSKEFER CONSULTING PTE. LTD.            ~                                        ~1003 Bukit Merah Central, #07-38        ~                                        ~Singapore 159836                        ~ ~Singapore                       ~SGP~   ~07-38~28
MESTARI ADJUSTERS SDN BHD                                   ~MESTARI ADJUSTERS SDN BHD               ~                                        ~No. 37, Jlan Kuchai Maju (Jalan 1/116B) ~Kuchai Entrepreneurs' Park              ~Kuala Lumpur 58200                      ~ ~Kuala Lumpur                    ~MYS~   ~37~5
AIG MALAYSIA INSURANCE BERHAD                               ~AIG MALAYSIA INSURANCE BERHAD           ~                                        ~Menara Worldwide 198 Jalan Bukit Bintang~                                        ~55100 KUALA LUMPUR                      ~ ~KUALA LUMPUR                    ~MYS~   ~198~18
SAMSUNG FIRE & MARINE INSURANCE CO. LTD                     ~SAMSUNG FIRE & MARINE INSURANCE CO.,    ~LTD.                                    ~14 Seocho-daero 74-gil, Seocho-gu -     ~                                        ~Seoul 06620                             ~ ~Seoul                           ~KOR~   ~14~1
CHINA PACIFIC PROPERTY INSURANCE COMPANY LIMITED            ~CHINA PACIFIC PROPERTY INSURANCE COMPANY~LIMITED                                 ~190 Yincheng Road (M)                   ~                                        ~200120 Shanghai                         ~ ~Shanghai                        ~CHN~1  ~190~1
GUY CARPENTER AND COMPANY LIMITED - CLIENT ACCOUNT          ~GUY CARPENTER & COMPANY LIMITED         ~(HONGKONG BRANCH)                       ~Suite 3402 -3406, Level 34, One Taikoo  ~Place, 979 King's Road                  ~Quarry Bay                              ~ ~Quarry Bay                      ~HKG~   ~979~47
GUY CARPENTER AND COMPANY LIMITED - CLIENT ACCOUNT          ~GUY CARPENTER & COMPANY LIMITED         ~(HONGKONG BRANCH)                       ~Suite 3402 -3406, Level 34, One Taikoo  ~Place, 979 King's Road                  ~Quarry Bay                              ~ ~Quarry Bay                      ~HKG~   ~979~47
AON REINSURANCE MALAYSIA LIMITED                            ~AON BENFIELD MALAYSIA LIMITED           ~                                        ~Level 10, Tower 3, Avenue 7, The Horizon~Bangsar South, 8 Jalan Kerinchi         ~59200 K.L. Kuala Lumpur                 ~ ~Kuala Lumpur                    ~MYS~   ~8~57
CHINA LIFE                                                  ~CHINA LIFE INSURANCE COMPANY LIMITED    ~                                        ~China Life Plaza, No 16 Financial Street~Xi Cheng District                       ~100033 Beijing                          ~ ~Beijing                         ~CHN~3  ~16~22
ONEPATH LIFE LIMITED                                        ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   ~347~10
NAN SHAN LIFE INSURANCE CO.LTD                              ~NAN SHAN LIFE INSURANCE CO.LTD          ~                                        ~No. 168, Zhuangjing Rd. Xinyi District  ~                                        ~Taipei                                  ~ ~Taipei                          ~TWN~   ~168~5
BANKTAIWAN LIFE INSURANCE CO. LTD.                          ~BANKTAIWAN LIFE INSURANCE CO., LTD.     ~                                        ~6F, No. 69, Sec.2, Dunhua S. Road,      ~Dai-An District                         ~Taipei                                  ~ ~Taipei                          ~TWN~   ~69~9
PCA LIFE ASSURANCE CO. LTD                                  ~PCA LIFE ASSURANCE CO., LTD             ~                                        ~8/F, No. 1 Songzhi Road                 ~                                        ~Taipei                                  ~ ~Taipei                          ~TWN~   ~1~10
ONEPATH LIFE LIMITED                                        ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   ~347~10
ALLIANZ TAIWAN LIFE INSURANCE COMPANY LTD.                  ~ALLIANZ TAIWAN LIFE INSURANCE COMPANY   ~LTD.                                    ~5F, No.100, Sec. 5, Xinyi Rd., Xinyi Dis~                                        ~Taipei                                  ~ ~Taipei                          ~TWN~   ~100~8
NAN SHAN LIFE INSURANCE CO.LTD                              ~NAN SHAN LIFE INSURANCE CO.LTD          ~                                        ~No. 168, Zhuangjing Rd. Xinyi District  ~                                        ~Taipei                                  ~ ~Taipei                          ~TWN~   ~168~5
NAN SHAN LIFE INSURANCE CO.LTD                              ~NAN SHAN LIFE INSURANCE CO.LTD          ~                                        ~No. 168, Zhuangjing Rd. Xinyi District  ~                                        ~Taipei                                  ~ ~Taipei                          ~TWN~   ~168~5
ONEPATH OPLZ                                                ~ONEPATH LIFE LIMITED                    ~                                        ~118 MOUNT STREET -                      ~                                        ~NORTH SYDNEY 2060                       ~ ~NORTH SYDNEY                    ~AUS~   ~118~1
BANKTAIWAN LIFE INSURANCE CO. LTD.                          ~BANKTAIWAN LIFE INSURANCE CO., LTD.     ~                                        ~6F, No. 69, Sec.2, Dunhua S. Road,      ~Dai-An District                         ~Taipei                                  ~ ~Taipei                          ~TWN~   ~69~9
KGI LIFE INSURANCE COMPANY LTD                              ~KGI LIFE INSURANCE CO., LTD.            ~                                        ~3F, No.135, Dunhua N. Rd.,              ~                                        ~Taipei                                  ~ ~Taipei                          ~TWN~   ~135~8
CATHAY LIFE INSURANCE CO. LTD                               ~CATHAY LIFE INSURANCE COMPANY LTD       ~                                        ~No. 296, Jen Ai Road, Sec. 4            ~                                        ~Taipei                                  ~ ~Taipei                          ~TWN~   ~296~5
Edme Insurance Brokers Limited                              ~EDME INSURANCE BROKERS LIMITED          ~                                        ~6TH FLOOR, BOCK C OF C.S. NO.8, VIOS    ~TOWER OFF EASTERN FREEWAY, NEAR WADALA T~400037 MUMBAI                           ~ ~MUMBAI                          ~IND~   ~8~30
BHARAT REINSURANCE BROKERS PVT LTD                          ~BHARAT REINSURANCE BROKERS PVT LTD      ~                                        ~New No.2, First Street, Vijayaraghava Rd~T. Nagar                                ~600 017 Chennai                         ~ ~Chennai                         ~IND~   ~2~8
TULI & CO                                                   ~TULI & CO                               ~SOLICITORS AND ADVOCATES                ~7A Lotus Towers, Community Centre, New  ~Friends Colony                          ~110 025 New Delhi                       ~ ~New Delhi                       ~IND~   ~7A~1
TATA-AIG GENERAL INSURANCE COMPANY LTD                      ~TATA AIG GENERAL INSURANCE COMPANY      ~LIMITED                                 ~15th Floor, Tower A, Peninsula Business ~Park G K Marg, Lower Parel              ~400013 Mumbai                           ~ ~Mumbai                          ~IND~   ~~
General Insurance Corporation of India                      ~GENERAL INSURANCE CORPORATION OF INDIA  ~                                        ~Suraksha, 170, Jamshedji Tata Road      ~Churchgate                              ~400020 Mumbai                           ~ ~Mumbai                          ~IND~   ~170~11
SCOR GLOBAL REINSURANCE FRANCE                              ~SCOR GLOBAL REINSURANCE FRANCE          ~                                        ~5, avenue Kléber                        ~                                        ~75795 Paris Cedex 16                    ~ ~Paris                           ~FRA~   ~5~1
SCOR GLOBAL REINSURANCE IRELAND DAC                         ~SCOR GLOBAL REINSURANCE IRELAND         ~DESIGNATED ACTIVITY COMPANY             ~1st Floor, 1 Windmill Lane              ~                                        ~D02 F206 Dublin                         ~ ~Paris                           ~IRL~   ~1~12
AON BENFIELD AUSTRALIA LIMITED                              ~AON BENFIELD AUSTRALIA LIMITED          ~                                        ~Level 29 Aon Tower 201 Kent Street      ~                                        ~Sydney NSW 2000                         ~ ~Sydney                          ~AUS~   ~29~7
ZESHAN SHAIKH                                               ~INSUREMED                               ~                                        ~13 Wattle Street                        ~                                        ~2116                                    ~ ~Rydalmere                       ~AUS~   ~13~1
SANA PSYCHOLOGY                                             ~SANA PSYCHOLOGY                         ~                                        ~4/26-32 Lake St                         ~NSW                                     ~2282                                    ~ ~Warners Bay                     ~AUS~   ~4/26~1
EDWARD VOGES                                                ~EDWARD VOGES                            ~                                        ~27 Reservoir Street                     ~                                        ~2036                                    ~ ~Little Bay                      ~AUS~   ~27~1
ZESHAN SHAIKH                                               ~INSUREMED                               ~                                        ~13 Wattle Street                        ~                                        ~2116                                    ~ ~Rydalmere                       ~AUS~   ~13~1
SANA PSYCHOLOGY                                             ~SANA PSYCHOLOGY                         ~                                        ~4/26-32 Lake St                         ~NSW                                     ~2282                                    ~ ~Warners Bay                     ~AUS~   ~4/26~1
EDWARD VOGES                                                ~EDWARD VOGES                            ~                                        ~27 Reservoir Street                     ~                                        ~2036                                    ~ ~Little Bay                      ~AUS~   ~27~1
ZESHAN SHAIKH                                               ~INSUREMED                               ~                                        ~13 Wattle Street                        ~                                        ~2116                                    ~ ~Rydalmere                       ~AUS~   ~13~1
ZESHAN SHAIKH                                               ~INSUREMED                               ~                                        ~13 Wattle Street                        ~                                        ~2116                                    ~ ~Rydalmere                       ~AUS~   ~13~1
EDWARD VOGES                                                ~EDWARD VOGES                            ~                                        ~27 Reservoir Street                     ~                                        ~2036                                    ~ ~Little Bay                      ~AUS~   ~27~1
ZESHAN SHAIKH                                               ~INSUREMED                               ~                                        ~13 Wattle Street                        ~                                        ~2116                                    ~ ~Rydalmere                       ~AUS~   ~13~1
SANA PSYCHOLOGY                                             ~SANA PSYCHOLOGY                         ~                                        ~4/26-32 Lake St                         ~NSW                                     ~2282                                    ~ ~Warners Bay                     ~AUS~   ~4/26~1
ZESHAN SHAIKH                                               ~INSUREMED                               ~                                        ~13 Wattle Street                        ~                                        ~2116                                    ~ ~Rydalmere                       ~AUS~   ~13~1
EDWARD VOGES                                                ~EDWARD VOGES                            ~                                        ~27 Reservoir Street                     ~                                        ~2036                                    ~ ~Little Bay                      ~AUS~   ~27~1
ZESHAN SHAIKH                                               ~INSUREMED                               ~                                        ~13 Wattle Street                        ~                                        ~2116                                    ~ ~Rydalmere                       ~AUS~   ~13~1
SANA PSYCHOLOGY                                             ~SANA PSYCHOLOGY                         ~                                        ~4/26-32 Lake St                         ~NSW                                     ~2282                                    ~ ~Warners Bay                     ~AUS~   ~4/26~1
ZESHAN SHAIKH                                               ~INSUREMED                               ~                                        ~13 Wattle Street                        ~                                        ~2116                                    ~ ~Rydalmere                       ~AUS~   ~13~1
TAL Australia Limited                                       ~TAL LIFE LIMITED                        ~                                        ~80 Alfred Street, Milsons Point         ~                                        ~Sydney NSW 2061                         ~ ~Sydney                          ~AUS~   ~80~1
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   ~347~10
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   ~347~10
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   ~347~10
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   ~347~10
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   ~347~10
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   ~347~10
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   ~347~10
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   ~347~10
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   ~347~10
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   ~347~10
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Zurich Tower 118 Mount Street           ~                                        ~North Sydney NSW 2060                   ~ ~NORTH SYDNEY                    ~AUS~   ~118~14
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~118 MOUNT STREET -                      ~                                        ~NORTH SYDNEY 2060                       ~ ~NORTH SYDNEY                    ~AUS~   ~118~1
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~118 MOUNT STREET -                      ~                                        ~NORTH SYDNEY 2060                       ~ ~NORTH SYDNEY                    ~AUS~   ~118~1
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~118 MOUNT STREET -                      ~                                        ~NORTH SYDNEY 2060                       ~ ~NORTH SYDNEY                    ~AUS~   ~118~1
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~118 MOUNT STREET -                      ~                                        ~NORTH SYDNEY 2060                       ~ ~NORTH SYDNEY                    ~AUS~   ~118~1
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   ~347~10
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~118 MOUNT STREET -                      ~                                        ~NORTH SYDNEY 2060                       ~ ~NORTH SYDNEY                    ~AUS~   ~118~1
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Zurich Tower 118 Mount Street           ~                                        ~North Sydney NSW 2060                   ~ ~NORTH SYDNEY                    ~AUS~   ~118~14
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Zurich Tower 118 Mount Street           ~                                        ~North Sydney NSW 2060                   ~ ~NORTH SYDNEY                    ~AUS~   ~118~14
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Zurich Tower 118 Mount Street           ~                                        ~North Sydney NSW 2060                   ~ ~NORTH SYDNEY                    ~AUS~   ~118~14
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Zurich Tower 118 Mount Street           ~                                        ~North Sydney NSW 2060                   ~ ~NORTH SYDNEY                    ~AUS~   ~118~14
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Zurich Tower 118 Mount Street           ~                                        ~North Sydney NSW 2060                   ~ ~NORTH SYDNEY                    ~AUS~   ~118~14
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~118 MOUNT STREET -                      ~                                        ~NORTH SYDNEY 2060                       ~ ~NORTH SYDNEY                    ~AUS~   ~118~1
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~118 MOUNT STREET -                      ~                                        ~NORTH SYDNEY 2060                       ~ ~NORTH SYDNEY                    ~AUS~   ~118~1
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~118 MOUNT STREET -                      ~                                        ~NORTH SYDNEY 2060                       ~ ~NORTH SYDNEY                    ~AUS~   ~118~1
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~118 MOUNT STREET -                      ~                                        ~NORTH SYDNEY 2060                       ~ ~NORTH SYDNEY                    ~AUS~   ~118~1
TAL Australia Limited                                       ~TAL LIFE LIMITED                        ~                                        ~80 Alfred Street, Milsons Point         ~                                        ~Sydney NSW 2061                         ~ ~Sydney                          ~AUS~   ~80~1
EDWARD VOGES                                                ~EDWARD VOGES                            ~                                        ~27 Reservoir Street                     ~                                        ~2036                                    ~ ~Little Bay                      ~AUS~   ~27~1
SANA PSYCHOLOGY                                             ~SANA PSYCHOLOGY                         ~                                        ~4/26-32 Lake St                         ~NSW                                     ~2282                                    ~ ~Warners Bay                     ~AUS~   ~4/26~1
EDWARD VOGES                                                ~EDWARD VOGES                            ~                                        ~27 Reservoir Street                     ~                                        ~2036                                    ~ ~Little Bay                      ~AUS~   ~27~1
ZESHAN SHAIKH                                               ~INSUREMED                               ~                                        ~13 Wattle Street                        ~                                        ~2116                                    ~ ~Rydalmere                       ~AUS~   ~13~1
SANA PSYCHOLOGY                                             ~SANA PSYCHOLOGY                         ~                                        ~4/26-32 Lake St                         ~NSW                                     ~2282                                    ~ ~Warners Bay                     ~AUS~   ~4/26~1
RIPPLES CONSULTING PTY LT                                   ~RIPPLES CONSULTING                      ~                                        ~PO Box 369                              ~                                        ~4064                                    ~ ~Paddington                      ~AUS~   ~~
ZESHAN SHAIKH                                               ~INSUREMED                               ~                                        ~13 Wattle Street                        ~                                        ~2116                                    ~ ~Rydalmere                       ~AUS~   ~13~1
ZESHAN SHAIKH                                               ~INSUREMED                               ~                                        ~13 Wattle Street                        ~                                        ~2116                                    ~ ~Rydalmere                       ~AUS~   ~13~1
ZESHAN SHAIKH                                               ~INSUREMED                               ~                                        ~13 Wattle Street                        ~                                        ~2116                                    ~ ~Rydalmere                       ~AUS~   ~13~1
ZURICH FINANCIAL SERVICES                                   ~ZURICH FINANCIAL SERVICES AUSTRALIA LTD ~                                        ~Zurich House, 5 Blue Street North Sydney~                                        ~SYDNEY NSW  2060                        ~ ~North Sydney                    ~AUS~   ~5~15
TAL  Scor Re                                               ~TAL LIFE LIMITED                        ~                                        ~80 Alfred Street, Milsons Point         ~                                        ~Sydney NSW 2061                         ~ ~Sydney                          ~AUS~   ~80~1
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   ~347~10
ZURICH FINANCIAL SERVICES                                   ~ZURICH FINANCIAL SERVICES AUSTRALIA LTD ~                                        ~Zurich House, 5 Blue Street North Sydney~                                        ~SYDNEY NSW  2060                        ~ ~North Sydney                    ~AUS~   ~5~15
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   ~347~10
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   ~347~10
ZURICH FINANCIAL SERVICES                                   ~ZURICH FINANCIAL SERVICES AUSTRALIA LTD ~                                        ~Zurich House, 5 Blue Street North Sydney~                                        ~SYDNEY NSW  2060                        ~ ~North Sydney                    ~AUS~   ~5~15
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   ~347~10
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   ~347~10
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   ~347~10
TAL  Scor Re                                               ~TAL LIFE LIMITED                        ~                                        ~80 Alfred Street, Milsons Point         ~                                        ~Sydney NSW 2061                         ~ ~Sydney                          ~AUS~   ~80~1
ZURICH FINANCIAL SERVICES                                   ~ZURICH FINANCIAL SERVICES AUSTRALIA LTD ~                                        ~Zurich House, 5 Blue Street North Sydney~                                        ~SYDNEY NSW  2060                        ~ ~North Sydney                    ~AUS~   ~5~15
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   ~347~10
QINSURE LIMITED CS CLASS                                    ~QINSURE LIMITED                         ~                                        ~70 Eagle Street                         ~                                        ~Brisbane 4000                           ~ ~Brisbane                        ~AUS~   ~70~1
ZURICH FINANCIAL SERVICES                                   ~ZURICH FINANCIAL SERVICES AUSTRALIA LTD ~                                        ~Zurich House, 5 Blue Street North Sydney~                                        ~SYDNEY NSW  2060                        ~ ~North Sydney                    ~AUS~   ~5~15
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   ~347~10
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   ~347~10
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   ~347~10
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~118 MOUNT STREET -                      ~                                        ~NORTH SYDNEY 2060                       ~ ~NORTH SYDNEY                    ~AUS~   ~118~1
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~118 MOUNT STREET -                      ~                                        ~NORTH SYDNEY 2060                       ~ ~NORTH SYDNEY                    ~AUS~   ~118~1
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~118 MOUNT STREET -                      ~                                        ~NORTH SYDNEY 2060                       ~ ~NORTH SYDNEY                    ~AUS~   ~118~1
TAL Australia Limited                                       ~TAL LIFE LIMITED                        ~                                        ~80 Alfred Street, Milsons Point         ~                                        ~Sydney NSW 2061                         ~ ~Sydney                          ~AUS~   ~80~1
METLIFE INSURANCE                                           ~METLIFE INSURANCE LTD                   ~                                        ~Level 9th, 2 Park Street                ~                                        ~Sydney NSW 2000                         ~ ~Sydney                          ~AUS~   ~2~12
TAL Australia Limited                                       ~TAL LIFE LIMITED                        ~                                        ~363 George Street                       ~                                        ~Sydney NSW 2000                         ~ ~Sydney                          ~AUS~   ~363~1
TAL Australia Limited                                       ~TAL LIFE LIMITED                        ~                                        ~80 Alfred Street, Milsons Point         ~                                        ~Sydney NSW 2061                         ~ ~Sydney                          ~AUS~   ~80~1
METLIFE INSURANCE                                           ~METLIFE INSURANCE LTD                   ~                                        ~Brookfield Place, L22, 10 Carrington    ~Street                                  ~Sydney NSW 2000                         ~ ~Sydney                          ~AUS~   ~10~24
TAL Australia Limited                                       ~TAL LIFE LIMITED                        ~                                        ~363 George Street                       ~                                        ~Sydney NSW 2000                         ~ ~Sydney                          ~AUS~   ~363~1
TAL Australia Limited                                       ~TAL LIFE LIMITED                        ~                                        ~363 George Street                       ~                                        ~Sydney NSW 2000                         ~ ~Sydney                          ~AUS~   ~363~1
ZESHAN SHAIKH                                               ~INSUREMED                               ~                                        ~13 Wattle Street                        ~                                        ~2116                                    ~ ~Rydalmere                       ~AUS~   ~13~1
ZURICH FINANCIAL SERVICES                                   ~ZURICH FINANCIAL SERVICES AUSTRALIA     ~LIMITED                                 ~118 Mount St -                          ~                                        ~North Sydney 2060                       ~ ~North Sydney                    ~AUS~   ~118~1
ZURICH FINANCIAL SERVICES                                   ~ZURICH FINANCIAL SERVICES AUSTRALIA     ~LIMITED                                 ~118 Mount St -                          ~                                        ~North Sydney 2060                       ~ ~North Sydney                    ~AUS~   ~118~1
METLIFE INSURANCE                                           ~METLIFE INSURANCE LTD                   ~                                        ~Brookfield Place, L22, 10 Carrington    ~Street                                  ~Sydney NSW 2000                         ~ ~Sydney                          ~AUS~   ~10~24
ZURICH FINANCIAL SERVICES                                   ~ZURICH FINANCIAL SERVICES AUSTRALIA LTD ~                                        ~Zurich House, 5 Blue Street North Sydney~                                        ~SYDNEY NSW  2060                        ~ ~North Sydney                    ~AUS~   ~5~15
QINSURE LIMITED CS CLASS                                    ~QINSURE LIMITED                         ~                                        ~70 Eagle Street                         ~                                        ~Brisbane 4000                           ~ ~Brisbane                        ~AUS~   ~70~1
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   ~347~10
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   ~347~10
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Level 4, 347 Kent Street                ~                                        ~Sydney 2000                             ~ ~NORTH SYDNEY                    ~AUS~   ~347~10
MLC Limited                                                 ~MLC                                     ~                                        ~40 Mount Street, North Sydney,          ~                                        ~SYDNEY NSW 2060                         ~ ~SYDNEY                          ~AUS~   ~40~1
ZURICH FINANCIAL SERVICES                                   ~ZURICH FINANCIAL SERVICES AUSTRALIA LTD ~                                        ~Zurich House, 5 Blue Street North Sydney~                                        ~SYDNEY NSW  2060                        ~ ~North Sydney                    ~AUS~   ~5~15
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Zurich Tower 118 Mount Street           ~                                        ~North Sydney NSW 2060                   ~ ~NORTH SYDNEY                    ~AUS~   ~118~14
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Zurich Tower 118 Mount Street           ~                                        ~North Sydney NSW 2060                   ~ ~NORTH SYDNEY                    ~AUS~   ~118~14
ONEPATH                                                     ~ONEPATH LIFE LIMITED                    ~                                        ~Zurich Tower 118 Mount Street           ~                                        ~North Sydney NSW 2060                   ~ ~NORTH SYDNEY                    ~AUS~   ~118~14
